Legion,Action;Fantasy;Horror,Scott Stewart,2010,100,40.17
There Will Be Blood,Drama;History,Paul Thomas Anderson,2007,158,40.22
Hanna,Action;Drama;Thriller,Joe Wright,2011,111,40.25
End of Watch,Crime;Drama;Thriller,David Ayer,2012,109,40.98
Money Monster,Crime;Drama;Thriller,Jodie Foster,2016,98,41.01
What to Expect When You're Expecting,Comedy;Drama;Romance,Kirk Jones,2012,110,41.1
Orphan,Horror;Mystery;Thriller,Jaume Collet-Serra,2009,123,41.57
The Hills Have Eyes,Horror,Alexandre Aja,2006,107,41.78
Aliens vs Predator - Requiem,Action;Horror;Sci-Fi,Colin Strause,2007,94,41.8
Riddick,Action;Sci-Fi;Thriller,David Twohy,2013,119,42.0
The Cabin in the Woods,Horror,Drew Goddard,2012,95,42.04
Lady in the Water,Drama;Fantasy;Mystery,M. Night Shyamalan,2006,110,42.27
Birdman or (The Unexpected Virtue of Ignorance),Comedy;Drama;Romance,Alejandro Inarritu,2014,119,42.34
Resident Evil: Retribution,Action;Horror;Sci-Fi,Paul W.S. Anderson,2012,96,42.35
The Age of Adaline,Drama;Fantasy;Romance,Lee Toland Krieger,2015,112,42.48
Final Destination 5,Horror;Thriller,Steven Quale,2011,92,42.58
A Million Ways to Die in the West,Comedy;Romance;Western,Seth MacFarlane,2014,116,42.62
Max,Adventure;Family,Boaz Yakin,2015,111,42.65
Rambo,Action;Thriller;War,Sylvester Stallone,2008,92,42.72
John Wick,Action;Crime;Thriller,Chad Stahelski,2014,101,43.0
War Dogs,Comedy;Crime;Drama,Todd Phillips,2016,114,43.02
Everest,Action;Adventure;Drama,Baltasar Kormakur,2015,121,43.25
Need for Speed,Action;Crime;Drama,Scott Waugh,2014,132,43.57
The Gift,Mystery;Thriller,Joel Edgerton,2015,108,43.77
The Lovely Bones,Drama;Fantasy;Thriller,Peter Jackson,2009,135,43.98
The Internship,Comedy,Shawn Levy,2013,119,44.67
Red Dawn,Action;Thriller,Dan Bradley,2012,93,44.8
Spotlight,Crime;Drama;History,Tom McCarthy,2015,128,44.99
The Giver,Drama;Romance;Sci-Fi,Phillip Noyce,2014,97,45.09
The Great Wall,Action;Adventure;Fantasy,Yimou Zhang,2016,103,45.13
The Man from U.N.C.L.E.,Action;Adventure;Comedy,Guy Ritchie,2015,116,45.43
Moonrise Kingdom,Adventure;Comedy;Drama,Wes Anderson,2012,94,45.51
Underworld: Rise of the Lycans,Action;Adventure;Fantasy,Patrick Tatopoulos,2009,92,45.8
Gangster Squad,Action;Crime;Drama,Ruben Fleischer,2013,113,46.0
Mike and Dave Need Wedding Dates,Adventure;Comedy;Romance,Jake Szymanski,2016,98,46.01
Blended,Comedy;Romance,Frank Coraci,2014,117,46.28
How to Be Single,Comedy;Romance,Christian Ditter,2016,110,46.81
Sicario,Action;Crime;Drama,Denis Villeneuve,2015,121,46.88
Shooter,Action;Crime;Drama,Antoine Fuqua,2007,124,46.98
Silent Hill,Adventure;Horror;Mystery,Christophe Gans,2006,125,46.98
The Judge,Crime;Drama,David Dobkin,2014,141,47.11
Warcraft,Action;Adventure;Fantasy,Duncan Jones,2016,123,47.17
Savages,Crime;Drama;Thriller,Oliver Stone,2012,131,47.31
Jupiter Ascending,Action;Adventure;Sci-Fi,Lana Wachowski,2015,127,47.38
Precious,Drama,Lee Daniels,2009,110,47.54
Manchester by the Sea,Drama,Kenneth Lonergan,2016,137,47.7
The Huntsman: Winter's War,Action;Adventure;Drama,Cedric Nicolas-Troyan,2016,114,47.95
Kubo and the Two Strings,Animation;Adventure;Family,Travis Knight,2016,101,48.02
Kick-Ass,Action;Comedy,Matthew Vaughn,2010,117,48.04
Sinister,Horror;Mystery,Scott Derrickson,2012,110,48.06
The House Bunny,Comedy;Romance,Fred Wolf,2008,97,48.24
Diary of a Wimpy Kid: Dog Days,Comedy;Family,David Bowers,2012,94,49.0
Australia,Adventure;Drama;Romance,Baz Luhrmann,2008,165,49.55
Pain & Gain,Comedy;Crime;Drama,Michael Bay,2013,129,49.87
The Book of Life,Animation;Adventure;Comedy,Jorge R. Gutiérrez,2014,95,50.15
If I Stay,Drama;Fantasy;Music,R.J. Cutler,2014,107,50.46
Jack Ryan: Shadow Recruit,Action;Drama;Thriller,Kenneth Branagh,2014,105,50.55
Apocalypto,Action;Adventure;Drama,Mel Gibson,2006,139,50.86
Atonement,Drama;Mystery;Romance,Joe Wright,2007,123,50.92
Lion,Biography;Drama,Garth Davis,2016,118,51.69
Footloose,Comedy;Drama;Music,Craig Brewer,2011,113,51.78
Predators,Action;Adventure;Sci-Fi,Nimrod Antal,2010,107,52.0
Selma,Biography;Drama;History,Ava DuVernay,2014,128,52.07
Southpaw,Drama;Sport,Antoine Fuqua,2015,124,52.42
The Strangers,Horror;Mystery;Thriller,Bryan Bertino,2008,86,52.53
Diary of a Wimpy Kid: Rodrick Rules,Comedy;Family,David Bowers,2011,99,52.69
13 Hours,Action;Drama;History,Michael Bay,2016,144,52.82
Sweeney Todd: The Demon Barber of Fleet Street,Drama;Horror;Musical,Tim Burton,2007,116,52.88
The Prestige,Drama;Mystery;Sci-Fi,Christopher Nolan,2006,130,53.08
Life as We Know It,Comedy;Drama;Romance,Greg Berlanti,2010,114,53.36
P.S. I Love You,Drama;Romance,Richard LaGravenese,2007,126,53.68
Focus,Comedy;Crime;Drama,Glenn Ficarra,2015,105,53.85
Insidious,Horror;Mystery;Thriller,James Wan,2010,103,53.99
Barbershop: The Next Cut,Comedy;Drama,Malcolm D. Lee,2016,111,54.01
The Hateful Eight,Crime;Drama;Mystery,Quentin Tarantino,2015,187,54.12
Evil Dead,Fantasy;Horror,Fede Alvarez,2013,91,54.24
Horrible Bosses 2,Comedy;Crime,Sean Anders,2014,108,54.41
Assassin's Creed,Action;Adventure;Drama,Justin Kurzel,2016,115,54.65
Source Code,Mystery;Romance;Sci-Fi,Duncan Jones,2011,93,54.7
Project X,Comedy,Nima Nourizadeh,2012,88,54.72
Office Christmas Party,Comedy,Josh Gordon,2016,105,54.73
This Means War,Action;Comedy;Romance,McG,2012,103,54.76
I Am Number Four,Action;Adventure;Sci-Fi,D.J. Caruso,2011,109,55.09
The Shallows,Drama;Horror;Thriller,Jaume Collet-Serra,2016,86,55.12
Neighbors 2: Sorority Rising,Comedy,Nicholas Stoller,2016,92,55.29
The BFG,Adventure;Family;Fantasy,Steven Spielberg,2016,117,55.47
Friends with Benefits,Comedy;Romance,Will Gluck,2011,109,55.8
Dracula Untold,Action;Drama;Fantasy,Gary Shore,2014,92,55.94
Fantastic Four,Action;Adventure;Sci-Fi,Josh Trank,2015,100,56.11
Me Before You,Drama;Romance,Thea Sharrock,2016,106,56.23
Joy,Drama,David O. Russell,2015,124,56.44
12 Years a Slave,Biography;Drama;History,Steve McQueen,2013,134,56.67
American Reunion,Comedy,Jon Hurwitz,2012,113,56.72
Midnight in Paris,Comedy;Fantasy;Romance,Woody Allen,2011,94,56.82
Blood Diamond,Adventure;Drama;Thriller,Edward Zwick,2006,143,57.37
Fences,Drama,Denzel Washington,2016,139,57.64
Step Up 2: The Streets,Drama;Music;Romance,Jon M. Chu,2008,98,58.01
The Secret Life of Walter Mitty,Adventure;Comedy;Drama,Ben Stiller,2013,114,58.23
Easy A,Comedy;Drama;Romance,Will Gluck,2010,92,58.4
Jack Reacher: Never Go Back,Action;Adventure;Crime,Edward Zwick,2016,118,58.4
RoboCop,Action;Crime;Sci-Fi,José Padilha,2014,117,58.61
Jack Reacher,Action;Crime;Mystery,Christopher McQuarrie,2012,130,58.68
Bride Wars,Comedy;Romance,Gary Winick,2009,89,58.72
Total Recall,Action;Adventure;Mystery,Len Wiseman,2012,118,58.88
Vacation,Adventure;Comedy,John Francis Daley,2015,99,58.88
The Grand Budapest Hotel,Adventure;Comedy;Drama,Wes Anderson,2014,99,59.07
My Big Fat Greek Wedding 2,Comedy;Family;Romance,Kirk Jones,2016,94,59.57
The Dictator,Comedy,Larry Charles,2012,83,59.62
Little Miss Sunshine,Comedy;Drama,Jonathan Dayton,2006,101,59.89
Resident Evil: Afterlife,Action;Adventure;Horror,Paul W.S. Anderson,2010,97,60.13
Why Him?,Comedy,John Hamburg,2016,111,60.31
The Lucky One,Drama;Romance,Scott Hicks,2012,101,60.44
After Earth,Action;Adventure;Sci-Fi,M. Night Shyamalan,2013,100,60.52
Prisoners,Crime;Drama;Mystery,Denis Villeneuve,2013,153,60.96
Unknown,Action;Mystery;Thriller,Jaume Collet-Serra,2011,113,61.09
Deepwater Horizon,Action;Drama;Thriller,Peter Berg,2016,107,61.28
Ender's Game,Action;Sci-Fi,Gavin Hood,2013,114,61.66
Miracles from Heaven,Biography;Drama;Family,Patricia Riggen,2016,109,61.69
Underworld Awakening,Action;Fantasy;Horror,Mans Marlind,2012,88,62.32
London Has Fallen,Action;Crime;Drama,Babak Najafi,2016,99,62.4
The Adjustment Bureau,Romance;Sci-Fi;Thriller,George Nolfi,2011,106,62.45
The Fast and the Furious: Tokyo Drift,Action;Crime;Thriller,Justin Lin,2006,104,62.49
Black Mass,Biography;Crime;Drama,Scott Cooper,2015,123,62.56
Forgetting Sarah Marshall,Comedy;Drama;Romance,Nicholas Stoller,2008,111,62.88
The Boss,Comedy,Ben Falcone,2016,99,63.03
Diary of a Wimpy Kid,Comedy;Family,Thor Freudenthal,2010,94,64.0
Friend Request,Horror;Thriller,Simon Verhoeven,2016,92,64.03
Ice Age: Collision Course,Animation;Adventure;Comedy,Mike Thurmeier,2016,94,64.06
17 Again,Comedy;Drama;Family,Burr Steers,2009,102,64.15
The Purge,Horror;Sci-Fi;Thriller,James DeMonaco,2013,85,64.42
The Happening,Sci-Fi;Thriller,M. Night Shyamalan,2008,91,64.51
Friday the 13th,Horror,Marcus Nispel,2009,97,65.0
Pitch Perfect,Comedy;Music;Romance,Jason Moore,2012,112,65.0
Exodus: Gods and Kings,Action;Adventure;Drama,Ridley Scott,2014,150,65.01
Now You See Me 2,Action;Adventure;Comedy,Jon M. Chu,2016,129,65.03
The Visit,Comedy;Horror;Thriller,M. Night Shyamalan,2015,94,65.07
Battleship,Action;Adventure;Sci-Fi,Peter Berg,2012,131,65.17
Step Up,Crime;Drama;Music,Anne Fletcher,2006,104,65.27
Allegiant,Action;Adventure;Mystery,Robert Schwentke,2016,120,66.0
Bone Tomahawk,Adventure;Drama;Horror,S. Craig Zahler,2015,132,66.01
Warm Bodies,Comedy;Horror;Romance,Jonathan Levine,2013,98,66.36
Looper,Action;Crime;Drama,Rian Johnson,2012,119,66.47
Alexander and the Terrible  Horrible  No Good  Very Bad Day,Comedy;Family,Miguel Arteta,2014,81,66.95
Hacksaw Ridge,Biography;Drama;History,Mel Gibson,2016,139,67.12
Lights Out,Horror,David F. Sandberg,2016,81,67.24
This Is 40,Comedy;Romance,Judd Apatow,2012,134,67.52
Percy Jackson: Sea of Monsters,Adventure;Family;Fantasy,Thor Freudenthal,2013,106,68.56
Seven Pounds,Drama;Romance,Gabriele Muccino,2008,123,69.95
The Golden Compass,Adventure;Family;Fantasy,Chris Weitz,2007,113,70.08
Fool's Gold,Action;Adventure;Comedy,Andy Tennant,2008,112,70.22
The Big Short,Biography;Comedy;Drama,Adam McKay,2015,130,70.24
Rocky Balboa,Drama;Sport,Sylvester Stallone,2006,102,70.27
No Strings Attached,Comedy;Romance,Ivan Reitman,2011,108,70.63
Safe Haven,Drama;Romance;Thriller,Lasse Hallström,2013,115,71.35
Mama,Horror;Thriller,Andrés Muschietti,2013,100,71.59
10 Cloverfield Lane,Drama;Horror;Mystery,Dan Trachtenberg,2016,104,71.9
Bridge of Spies,Drama;History;Thriller,Steven Spielberg,2015,142,72.31
Hercules,Action;Adventure,Brett Ratner,2014,98,72.66
Storks,Animation;Adventure;Comedy,Nicholas Stoller,2016,87,72.66
John Carter,Action;Adventure;Sci-Fi,Andrew Stanton,2012,132,73.06
White House Down,Action;Drama;Thriller,Roland Emmerich,2013,131,73.1
Law Abiding Citizen,Crime;Drama;Thriller,F. Gary Gray,2009,109,73.34
Hugo,Adventure;Drama;Family,Martin Scorsese,2011,126,73.82
No Country for Old Men,Crime;Drama;Thriller,Ethan Coen,2007,122,74.27
The Intern,Comedy;Drama,Nancy Meyers,2015,121,75.27
Coraline,Animation;Family;Fantasy,Henry Selick,2009,100,75.28
The Girl on the Train,Crime;Drama;Mystery,Tate Taylor,2016,112,75.31
Zombieland,Adventure;Comedy;Horror,Ruben Fleischer,2009,88,75.59
Moneyball,Biography;Drama;Sport,Bennett Miller,2011,133,75.61
Contagion,Drama;Thriller,Steven Soderbergh,2011,106,75.64
Hellboy II: The Golden Army,Action;Adventure;Fantasy,Guillermo del Toro,2008,120,75.75
Pete's Dragon,Adventure;Family;Fantasy,David Lowery,2016,102,76.2
Alice Through the Looking Glass,Adventure;Family;Fantasy,James Bobin,2016,113,77.04
The A-Team,Action;Adventure;Comedy,Joe Carnahan,2010,117,77.21
Pixels,Action;Comedy;Family,Chris Columbus,2015,105,78.75
The Purge: Election Year,Action;Horror;Sci-Fi,James DeMonaco,2016,109,79.0
Limitless,Mystery;Sci-Fi;Thriller,Neil Burger,2011,105,79.24
Dark Shadows,Comedy;Fantasy;Horror,Tim Burton,2012,113,79.71
Goosebumps,Adventure;Comedy;Family,Rob Letterman,2015,103,80.02
Cloverfield,Action;Horror;Sci-Fi,Matt Reeves,2008,85,80.03
Disturbia,Drama;Mystery;Thriller,D.J. Caruso,2007,105,80.05
Jumper,Action;Adventure;Sci-Fi,Doug Liman,2008,88,80.17
21,Crime;Drama;Thriller,Robert Luketic,2008,123,81.16
Ted 2,Adventure;Comedy;Romance,Seth MacFarlane,2015,115,81.26
Unstoppable,Action;Thriller,Tony Scott,2010,98,81.56
Maze Runner: The Scorch Trials,Action;Sci-Fi;Thriller,Wes Ball,2015,131,81.69
Beowulf,Animation;Action;Adventure,Robert Zemeckis,2007,115,82.16
Bridge to Terabithia,Adventure;Drama;Family,Gabor Csupo,2007,96,82.23
Let's Be Cops,Comedy,Luke Greenfield,2014,104,82.39
The Descendants,Comedy;Drama,Alexander Payne,2011,115,82.62
Saving Mr. Banks,Biography;Comedy;Drama,John Lee Hancock,2013,125,83.3
Immortals,Action;Drama;Fantasy,Tarsem Singh,2011,110,83.5
Wrath of the Titans,Action;Adventure;Fantasy,Jonathan Liebesman,2012,99,83.64
Up in the Air,Drama;Romance,Jason Reitman,2009,109,83.81
The Other Woman,Comedy;Romance,Nick Cassavetes,2014,109,83.91
Crazy  Stupid  Love.,Comedy;Drama;Romance,Glenn Ficarra,2011,118,84.24
Annabelle,Horror;Mystery;Thriller,John R. Leonetti,2014,99,84.26
The Expendables 2,Action;Adventure;Thriller,Simon West,2012,103,85.02
Real Steel,Action;Drama;Family,Shawn Levy,2011,127,85.46
Fury,Action;Drama;War,David Ayer,2014,134,85.71
Annie,Comedy;Drama;Family,Will Gluck,2014,118,85.91
The Accountant,Action;Crime;Drama,Gavin O'Connor,2016,128,86.2
Sisters,Comedy,Jason Moore,2015,118,87.03
Miss Peregrine's Home for Peculiar Children,Adventure;Drama;Family,Tim Burton,2016,127,87.24
Pineapple Express,Action;Comedy;Crime,David Gordon Green,2008,111,87.34
Inside Man,Crime;Drama;Mystery,Spike Lee,2006,129,88.5
Percy Jackson & the Olympians: The Lightning Thief,Adventure;Family;Fantasy,Chris Columbus,2010,118,88.76
The Ugly Truth,Comedy;Romance,Robert Luketic,2009,96,88.92
Oblivion,Action;Adventure;Mystery,Joseph Kosinski,2013,124,89.02
Don't Breathe,Crime;Horror;Thriller,Fede Alvarez,2016,88,89.21
Taken 3,Action;Thriller,Olivier Megaton,2014,109,89.25
The Lone Ranger,Action;Adventure;Western,Gore Verbinski,2013,150,89.29
Terminator Genisys,Action;Adventure;Sci-Fi,Alan Taylor,2015,126,89.73
Get Hard,Comedy;Crime,Etan Cohen,2015,100,90.35
RED,Action;Comedy;Crime,Robert Schwentke,2010,111,90.36
Prince of Persia: The Sands of Time,Action;Adventure;Fantasy,Mike Newell,2010,116,90.76
The Imitation Game,Biography;Drama;Thriller,Morten Tyldum,2014,114,91.12
The Town,Crime;Drama;Thriller,Ben Affleck,2010,125,92.17
Birth of the Dragon,Action;Biography;Drama,George Nolfi,2016,103,93.05
The Magnificent Seven,Action;Adventure;Western,Antoine Fuqua,2016,132,93.38
Tomorrowland,Action;Adventure;Family,Brad Bird,2015,130,93.42
The Fighter,Action;Biography;Drama,David O. Russell,2010,116,93.57
Flight,Drama;Thriller,Robert Zemeckis,2012,138,93.75
Blood Father,Action;Crime;Drama,Jean-François Richet,2016,88,93.95
The Book of Eli,Action;Adventure;Drama,Albert Hughes,2010,118,94.82
42,Biography;Drama;Sport,Brian Helgeland,2013,128,95.0
Sex and the City 2,Comedy;Drama;Romance,Michael Patrick King,2010,146,95.33
Zero Dark Thirty,Drama;History;Thriller,Kathryn Bigelow,2012,157,95.72
The Social Network,Biography;Drama,David Fincher,2010,120,96.92
Public Enemies,Biography;Crime;Drama,Michael Mann,2009,140,97.03
Sausage Party,Animation;Adventure;Comedy,Greg Tiernan,2016,89,97.66
Olympus Has Fallen,Action;Thriller,Antoine Fuqua,2013,119,98.9
Passengers,Adventure;Drama;Romance,Morten Tyldum,2016,116,100.01
You Don't Mess with the Zohan,Action;Comedy,Dennis Dugan,2008,113,100.02
Edge of Tomorrow,Action;Adventure;Sci-Fi,Doug Liman,2014,113,100.19
Step Brothers,Comedy,Adam McKay,2008,98,100.47
Arrival,Drama;Mystery;Sci-Fi,Denis Villeneuve,2016,116,100.5
Eagle Eye,Action;Mystery;Thriller,D.J. Caruso,2008,118,101.11
Noah,Action;Adventure;Drama,Darren Aronofsky,2014,138,101.16
This Is the End,Comedy;Fantasy,Evan Goldberg,2013,107,101.47
The Equalizer,Action;Crime;Thriller,Antoine Fuqua,2014,132,101.53
Pacific Rim,Action;Adventure;Sci-Fi,Guillermo del Toro,2013,131,101.79
The Mummy: Tomb of the Dragon Emperor,Action;Adventure;Fantasy,Rob Cohen,2008,112,102.18
The Maze Runner,Action;Mystery;Sci-Fi,Wes Ball,2014,113,102.41
The Conjuring 2,Horror;Mystery;Thriller,James Wan,2016,134,102.46
The Girl with the Dragon Tattoo,Crime;Drama;Mystery,David Fincher,2011,158,102.52
The Expendables,Action;Adventure;Thriller,Sylvester Stallone,2010,103,102.98
Just Go with It,Comedy;Romance,Dennis Dugan,2011,117,103.03
Independence Day: Resurgence,Action;Adventure;Sci-Fi,Roland Emmerich,2016,120,103.14
The Princess and the Frog,Animation;Adventure;Comedy,Ron Clements,2009,97,104.37
Robin Hood,Action;Adventure;Drama,Ridley Scott,2010,140,105.22
300: Rise of an Empire,Action;Drama;Fantasy,Noam Murro,2014,102,106.37
Black Swan,Drama;Thriller,Darren Aronofsky,2010,108,106.95
Captain Phillips,Biography;Drama;Thriller,Paul Greengrass,2013,134,107.1
Watchmen,Action;Drama;Mystery,Zack Snyder,2009,162,107.5
Angry Birds,Animation;Action;Adventure,Clay Kaytis,2016,97,107.51
Couples Retreat,Comedy,Peter Billingsley,2009,113,109.18
Creed,Drama;Sport,Ryan Coogler,2015,133,109.71
Trainwreck,Comedy;Drama;Romance,Judd Apatow,2015,125,110.01
Tropic Thunder,Action;Comedy,Ben Stiller,2008,107,110.42
Spy,Action;Comedy;Crime,Paul Feig,2015,119,110.82
Bad Moms,Comedy,Jon Lucas,2016,100,113.08
The Bourne Legacy,Action;Adventure;Mystery,Tony Gilroy,2012,135,113.17
Magic Mike,Comedy;Drama,Steven Soderbergh,2012,110,113.71
Night at the Museum: Secret of the Tomb,Adventure;Comedy;Family,Shawn Levy,2014,98,113.73
Unbroken,Biography;Drama;Sport,Angelina Jolie,2014,137,115.6
District 9,Action;Sci-Fi;Thriller,Neill Blomkamp,2009,112,115.65
Ghost Rider,Action;Fantasy;Thriller,Mark Steven Johnson,2007,114,115.8
Green Lantern,Action;Adventure;Sci-Fi,Martin Campbell,2011,114,116.59
The Butler,Biography;Drama,Lee Daniels,2013,132,116.63
The Wolf of Wall Street,Biography;Comedy;Crime,Martin Scorsese,2013,180,116.87
Ocean's Thirteen,Crime;Thriller,Steven Soderbergh,2007,122,117.14
Horrible Bosses,Comedy;Crime,Seth Gordon,2011,98,117.53
Now You See Me,Crime;Mystery;Thriller,Louis Leterrier,2013,115,117.7
Salt,Action;Crime;Mystery,Phillip Noyce,2010,100,118.31
The Break-Up,Comedy;Drama;Romance,Peyton Reed,2006,106,118.68
Hairspray,Comedy;Drama;Family,Adam Shankman,2007,117,118.82
The Other Guys,Action;Comedy;Crime,Adam McKay,2010,107,119.22
Inglourious Basterds,Adventure;Drama;War,Quentin Tarantino,2009,153,120.52
Superbad,Comedy,Greg Mottola,2007,113,121.46
G.I. Joe: Retaliation,Action;Adventure;Sci-Fi,Jon M. Chu,2013,110,122.51
The Devil Wears Prada,Comedy;Drama,David Frankel,2006,109,124.73
The Fault in Our Stars,Drama;Romance,Josh Boone,2014,126,124.87
Life of Pi,Adventure;Drama;Fantasy,Ang Lee,2012,127,124.98
Lone Survivor,Action;Biography;Drama,Peter Berg,2013,121,125.07
Sully,Biography;Drama,Clint Eastwood,2016,96,125.07
Terminator Salvation,Action;Adventure;Drama,McG,2009,115,125.32
Prometheus,Adventure;Mystery;Sci-Fi,Ridley Scott,2012,124,126.46
Lucy,Action;Sci-Fi;Thriller,Luc Besson,2014,89,126.55
The Legend of Tarzan,Action;Adventure;Drama,David Yates,2016,110,126.59
Super 8,Mystery;Sci-Fi;Thriller,J.J. Abrams,2011,112,126.98
Central Intelligence,Action;Comedy;Crime,Rawson Marshall Thurber,2016,107,127.38
The Curious Case of Benjamin Button,Drama;Fantasy;Romance,David Fincher,2008,166,127.49
Enchanted,Animation;Comedy;Family,Kevin Lima,2007,107,127.71
Shutter Island,Mystery;Thriller,Martin Scorsese,2010,138,127.97
Into the Woods,Adventure;Comedy;Drama,Rob Marshall,2014,125,128.0
Kingsman: The Secret Service,Action;Adventure;Comedy,Matthew Vaughn,2014,129,128.25
Ghostbusters,Action;Comedy;Fantasy,Paul Feig,2016,116,128.34
Insurgent,Adventure;Sci-Fi;Thriller,Robert Schwentke,2015,119,130.0
American Gangster,Biography;Crime;Drama,Ridley Scott,2007,157,130.13
Kickboxer: Vengeance,Action,John Stockwell,2016,90,131.56
Silver Linings Playbook,Comedy;Drama;Romance,David O. Russell,2012,122,132.09
The Departed,Crime;Drama;Thriller,Martin Scorsese,2006,151,132.37
The Wolverine,Action;Adventure;Sci-Fi,James Mangold,2013,126,132.55
Mission: Impossible III,Action;Adventure;Thriller,J.J. Abrams,2006,126,133.38
Grown Ups 2,Comedy,Dennis Dugan,2013,101,133.67
Live Free or Die Hard,Action;Adventure;Thriller,Len Wiseman,2007,128,134.52
The Incredible Hulk,Action;Adventure;Sci-Fi,Louis Leterrier,2008,112,134.52
Wanted,Action;Crime;Fantasy,Timur Bekmambetov,2008,110,134.57
Argo,Biography;Drama;History,Ben Affleck,2012,120,136.02
The Conjuring,Horror;Mystery;Thriller,James Wan,2013,112,137.39
Split,Horror;Thriller,M. Night Shyamalan,2016,117,138.12
21 Jump Street,Action;Comedy;Crime,Phil Lord,2012,110,138.45
The King's Speech,Biography;Drama,Tom Hooper,2010,118,138.8
Slumdog Millionaire,Drama,Danny Boyle,2008,120,141.32
Juno,Comedy;Drama,Jason Reitman,2007,96,143.49
Kung Fu Panda 3,Animation;Action;Adventure,Alessandro Carloni,2016,95,143.52
Rio,Animation;Adventure;Comedy,Carlos Saldanha,2011,96,143.62
Mamma Mia!,Comedy;Family;Musical,Phyllida Lloyd,2008,108,143.7
The Great Gatsby,Drama;Romance,Baz Luhrmann,2013,143,144.81
Taken,Action;Thriller,Pierre Morel,2008,93,145.0
X: First Class,Action;Adventure;Sci-Fi,Matthew Vaughn,2011,132,146.41
Gran Torino,Drama,Clint Eastwood,2008,116,148.09
Talladega Nights: The Ballad of Ricky Bobby,Action;Comedy;Sport,Adam McKay,2006,108,148.21
Megamind,Animation;Action;Comedy,Tom McGrath,2010,95,148.34
Knocked Up,Comedy;Romance,Judd Apatow,2007,129,148.73
Les Misérables,Drama;Musical;Romance,Tom Hooper,2012,158,148.78
Neighbors,Comedy,Nicholas Stoller,2014,97,150.06
American Hustle,Crime;Drama,David O. Russell,2013,138,150.12
G.I. Joe: The Rise of Cobra,Action;Adventure;Sci-Fi,Stephen Sommers,2009,118,150.17
Daddy's Home,Comedy;Family,Sean Anders,2015,96,150.32
We're the Millers,Comedy;Crime,Rawson Marshall Thurber,2013,110,150.37
Divergent,Adventure;Mystery;Sci-Fi,Neil Burger,2014,139,150.83
La La Land,Comedy;Drama;Music,Damien Chazelle,2016,128,151.06
Sex and the City,Comedy;Drama;Romance,Michael Patrick King,2008,145,152.64
Mad Max: Fury Road,Action;Adventure;Sci-Fi,George Miller,2015,120,153.63
Trolls,Animation;Adventure;Comedy,Walt Dohrn,2016,92,153.69
Fast & Furious,Action;Crime;Thriller,Justin Lin,2009,107,155.02
Snow White and the Huntsman,Action;Adventure;Drama,Rupert Sanders,2012,127,155.11
San Andreas,Action;Adventure;Drama,Brad Peyton,2015,114,155.18
X-Men: Apocalypse,Action;Adventure;Sci-Fi,Bryan Singer,2016,144,155.33
Star Trek Beyond,Action;Adventure;Sci-Fi,Justin Lin,2016,122,158.8
The Heat,Action;Comedy;Crime,Paul Feig,2013,117,159.58
Straight Outta Compton,Biography;Drama;History,F. Gary Gray,2015,147,161.03
Grown Ups,Comedy,Dennis Dugan,2010,102,162.0
Jason Bourne,Action;Thriller,Paul Greengrass,2016,123,162.16
The Pursuit of Happyness,Biography;Drama,Gabriele Muccino,2006,117,162.59
Django Unchained,Drama;Western,Quentin Tarantino,2012,165,162.8
Clash of the Titans,Action;Adventure;Fantasy,Louis Leterrier,2010,106,163.19
The Proposal,Comedy;Drama;Romance,Anne Fletcher,2009,108,163.95
2012,Action;Adventure;Sci-Fi,Roland Emmerich,2009,158,166.11
Fifty Shades of Grey,Drama;Romance;Thriller,Sam Taylor-Johnson,2015,125,166.15
Casino Royale,Action;Adventure;Thriller,Martin Campbell,2006,144,167.01
Gone Girl,Crime;Drama;Mystery,David Fincher,2014,149,167.74
Quantum of Solace,Action;Adventure;Thriller,Marc Forster,2008,106,168.37
Bridesmaids,Comedy;Romance,Paul Feig,2011,125,169.08
Hidden Figures,Biography;Drama;History,Theodore Melfi,2016,127,169.27
Hotel Transylvania 2,Animation;Comedy;Family,Genndy Tartakovsky,2015,89,169.69
The Help,Drama,Tate Taylor,2011,146,169.71
True Grit,Adventure;Drama;Western,Ethan Coen,2010,110,171.03
Tron,Action;Adventure;Sci-Fi,Joseph Kosinski,2010,125,172.05
The Karate Kid,Action;Drama;Family,Harald Zwart,2010,140,176.59
Captain America: The First Avenger,Action;Adventure;Sci-Fi,Joe Johnston,2011,124,176.64
Rise of the Planet of the Apes,Action;Drama;Sci-Fi,Rupert Wyatt,2011,105,176.74
How to Train Your Dragon 2,Animation;Action;Adventure,Dean DeBlois,2014,102,177.0
Home,Animation;Adventure;Comedy,Tim Johnson,2015,94,177.34
Men in Black 3,Action;Adventure;Comedy,Barry Sonnenfeld,2012,106,179.02
X-Men Origins: Wolverine,Action;Adventure;Sci-Fi,Gavin Hood,2009,107,179.88
Ant-Man,Action;Adventure;Comedy,Peyton Reed,2015,117,180.19
Thor,Action;Adventure;Fantasy,Kenneth Branagh,2011,115,181.02
Lincoln,Biography;Drama;History,Steven Spielberg,2012,150,182.2
Pitch Perfect 2,Comedy;Music,Elizabeth Banks,2015,115,183.44
The Revenant,Adventure;Drama;Thriller,Alejandro Inarritu,2015,156,183.64
Sherlock Holmes: A Game of Shadows,Action;Adventure;Crime,Guy Ritchie,2011,129,186.83
